covid_vacc_date,Black,Mixed,Other,South Asian,Unknown,White,Black_total,Mixed_total,Other_total,South Asian_total,Unknown_total,White_total
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,10787,4942,11907,43372,100590,902118
2020-12-08,0.0,0.0,0.0,0.0,7.0,49.0,10787,4942,11907,43372,100590,902118
2020-12-09,0.0,0.0,0.0,7.0,14.0,140.0,10787,4942,11907,43372,100590,902118
2020-12-10,0.0,0.0,0.0,14.0,21.0,238.0,10787,4942,11907,43372,100590,902118
2020-12-11,0.0,0.0,0.0,21.0,28.0,336.0,10787,4942,11907,43372,100590,902118
2020-12-12,7.0,0.0,0.0,28.0,35.0,413.0,10787,4942,11907,43372,100590,902118
2020-12-13,7.0,0.0,0.0,35.0,49.0,476.0,10787,4942,11907,43372,100590,902118
2020-12-14,14.0,7.0,7.0,42.0,56.0,553.0,10787,4942,11907,43372,100590,902118
2020-12-15,14.0,7.0,14.0,56.0,77.0,728.0,10787,4942,11907,43372,100590,902118
2020-12-16,21.0,14.0,14.0,70.0,98.0,903.0,10787,4942,11907,43372,100590,902118
2020-12-17,28.0,14.0,21.0,91.0,119.0,1134.0,10787,4942,11907,43372,100590,902118
2020-12-18,28.0,21.0,21.0,119.0,147.0,1386.0,10787,4942,11907,43372,100590,902118
2020-12-19,35.0,21.0,28.0,140.0,175.0,1645.0,10787,4942,11907,43372,100590,902118
2020-12-20,42.0,28.0,28.0,175.0,196.0,1925.0,10787,4942,11907,43372,100590,902118
2020-12-21,42.0,28.0,35.0,210.0,231.0,2254.0,10787,4942,11907,43372,100590,902118
2020-12-22,49.0,28.0,42.0,252.0,266.0,2569.0,10787,4942,11907,43372,100590,902118
2020-12-23,56.0,35.0,49.0,322.0,294.0,2954.0,10787,4942,11907,43372,100590,902118
2020-12-24,63.0,35.0,49.0,357.0,315.0,3136.0,10787,4942,11907,43372,100590,902118
2020-12-25,63.0,35.0,49.0,357.0,322.0,3136.0,10787,4942,11907,43372,100590,902118
2020-12-26,63.0,35.0,49.0,357.0,322.0,3143.0,10787,4942,11907,43372,100590,902118
2020-12-27,63.0,35.0,49.0,364.0,322.0,3192.0,10787,4942,11907,43372,100590,902118
2020-12-28,63.0,42.0,49.0,371.0,329.0,3283.0,10787,4942,11907,43372,100590,902118
2020-12-29,70.0,42.0,56.0,406.0,357.0,3535.0,10787,4942,11907,43372,100590,902118
2020-12-30,77.0,49.0,70.0,476.0,413.0,4200.0,10787,4942,11907,43372,100590,902118
2020-12-31,84.0,56.0,84.0,553.0,490.0,4837.0,10787,4942,11907,43372,100590,902118
2021-01-01,91.0,56.0,84.0,567.0,504.0,4984.0,10787,4942,11907,43372,100590,902118
2021-01-02,91.0,56.0,91.0,581.0,525.0,5117.0,10787,4942,11907,43372,100590,902118
2021-01-03,98.0,56.0,91.0,588.0,539.0,5229.0,10787,4942,11907,43372,100590,902118
2021-01-04,98.0,63.0,98.0,602.0,553.0,5467.0,10787,4942,11907,43372,100590,902118
2021-01-05,105.0,63.0,105.0,630.0,602.0,5908.0,10787,4942,11907,43372,100590,902118
2021-01-06,112.0,77.0,119.0,679.0,679.0,6580.0,10787,4942,11907,43372,100590,902118
2021-01-07,133.0,84.0,133.0,833.0,798.0,7658.0,10787,4942,11907,43372,100590,902118
2021-01-08,154.0,84.0,161.0,980.0,938.0,8883.0,10787,4942,11907,43372,100590,902118
2021-01-09,175.0,91.0,182.0,1085.0,1050.0,10059.0,10787,4942,11907,43372,100590,902118
2021-01-10,182.0,98.0,196.0,1134.0,1099.0,10633.0,10787,4942,11907,43372,100590,902118
2021-01-11,189.0,105.0,203.0,1183.0,1169.0,11354.0,10787,4942,11907,43372,100590,902118
2021-01-12,210.0,112.0,217.0,1239.0,1260.0,12369.0,10787,4942,11907,43372,100590,902118
2021-01-13,245.0,119.0,238.0,1330.0,1400.0,13636.0,10787,4942,11907,43372,100590,902118
2021-01-14,280.0,133.0,266.0,1421.0,1547.0,15183.0,10787,4942,11907,43372,100590,902118
2021-01-15,301.0,147.0,287.0,1547.0,1701.0,17010.0,10787,4942,11907,43372,100590,902118
2021-01-16,322.0,154.0,308.0,1687.0,1848.0,18522.0,10787,4942,11907,43372,100590,902118
2021-01-17,336.0,154.0,322.0,1736.0,1932.0,19523.0,10787,4942,11907,43372,100590,902118
2021-01-18,364.0,168.0,336.0,1799.0,2037.0,20573.0,10787,4942,11907,43372,100590,902118
2021-01-19,392.0,182.0,357.0,1925.0,2184.0,22071.0,10787,4942,11907,43372,100590,902118
2021-01-20,434.0,203.0,392.0,2128.0,2345.0,23870.0,10787,4942,11907,43372,100590,902118
2021-01-21,462.0,217.0,420.0,2422.0,2520.0,26005.0,10787,4942,11907,43372,100590,902118
2021-01-22,539.0,238.0,469.0,2751.0,2751.0,29148.0,10787,4942,11907,43372,100590,902118
